"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-06","64",",,7","52",",,7","54",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-07","64",",,7","52",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-08","66",",,7","56",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-09","61",",,7","54",",,7","54",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-10","77",",,7","53",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-11","66",",,7","55",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-12","64",",,7","54",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-13","63",",,7","54",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-14","66",",,7","54",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-15","64",",,7","54",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-16","65",",,7","55",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-17","65",",,7","56",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-18","64",",,7","55",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-19","62",",,7","54",",,7","54",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-20","60",",,7","54",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-21","63",",,7","57",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-22","65",",,7","57",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-23","66",",,7","56",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-24","65",",,7","56",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-25","63",",,7","55",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-26","63",",,7","56",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-27","62",",,7","56",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-28","66",",,7","58",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-29","66",",,7","58",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-30","62",",,7","56",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-07-31","69",",,7","56",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-01","64",",,7","54",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-02","63",",,7","54",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-03","67",",,7","54",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-04","65",",,7","54",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-05","65",",,7","55",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-06","75",",,7","56",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-07","72",",,7","56",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-08","70",",,7","56",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-09","66",",,7","55",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-10","67",",,7","56",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-11","62",",,7","57",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-12","63",",,7","57",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-13","66",",,7","57",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-14","67",",,7","57",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-15","68",",,7","57",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-16","68",",,7","59",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-17","66",",,7","57",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-18","68",",,7","56",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-19","69",",,7","56",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-20","74",",,7","56",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-21","77",",,7","57",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-22","65",",,7","55",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-23","65",",,7","54",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-24","64",",,7","57",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-25","66",",,7","58",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-26","70",",,7","59",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-27","71",",,7","60",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-28","69",",,7","59",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-29","68",",,7","59",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-30","77",",,7","58",",,7","63",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-08-31","82",",,7","60",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-01","71",",,7","57",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-02","73",",,7","57",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-03","68",",,7","58",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-04","65",",,7","57",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-05","67",",,7","59",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-06","70",",,7","61",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-07","71",",,7","60",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-08","74",",,7","60",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-09","72",",,7","63",",,7","63",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-10","69",",,7","61",",,7","63",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-11","69",",,7","60",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-12","66",",,7","59",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-13","65",",,7","57",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-14","68",",,7","59",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-15","84",",,7","59",",,7","63",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-16","71",",,7","58",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-17","73",",,7","56",",,7","62",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-18","65",",,7","59",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-19","68",",,7","58",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-20","68",",,7","60",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-21","67",",,7","57",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-22","74",",,7","57",",,7","62",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-23","88",",,7","61",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-24","77",",,7","63",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-25","69",",,7","59",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-26","72",",,7","58",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-27","69",",,7","58",",,7","62",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-28","68",",,7","60",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-29","72",",,7","62",",,7","63",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-09-30","71",",,7","63",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-01","72",",,7","63",",,7","64",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-02","66",",,7","60",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-03","69",",,7","58",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-04","68",",,7","56",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-05","74",",,7","54",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-06","84",",,7","58",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-07","73",",,7","60",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-08","68",",,7","60",",,7","62",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-09","68",",,7","59",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-10","71",",,7","55",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-11","67",",,7","56",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-12","70",",,7","54",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-13","63",",,7","53",",,7","53",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-14","62",",,7","51",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-15","63",",,7","54",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-16","66",",,7","52",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-17","75",",,7","54",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-18","77",",,7","57",",,7","62",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-19","69",",,7","55",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-20","78",",,7","56",",,7","64",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-21","68",",,7","58",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-22","66",",,7","57",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-23","63",",,7","56",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-24","63",",,7","55",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-25","64",",,7","56",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-26","66",",,7","55",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-27","67",",,7","55",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-28","74",",,7","54",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-29","78",",,7","57",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-30","62",",,7","55",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-10-31","68",",,7","53",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-01","65",",,7","53",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-02","72",",,7","55",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-03","62",",,7","52",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-04","69",",,7","56",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-05","65",",,7","51",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-06","64",",,7","55",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-07","65",",,7","54",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-08","72",",,7","55",",,7","61",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-09","76",",,7","59",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-10","77",",,7","59",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-11","69",",,7","57",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-12","66",",,7","58",",,7","65",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-13","66",",,7","58",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-14","63",",,7","55",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-15","63",",,7","56",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-16","62",",,7","55",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-17","56",",,7","51",",,7","51",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-18","61",",,7","50",",,7","53",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-19","59",",,7","53",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-20","58",",,7","51",",,7","52",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-21","64",",,7","48",",,7","54",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-22","66",",,7","49",",,7","52",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-23","59",",,7","51",",,7","53",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-24","60",",,7","52",",,7","52",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-25","58",",,7","49",",,7","51",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-26","59",",,7","48",",,7","49",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-27","55",",,7","47",",,7","48",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-28","52",",,7","46",",,7","46",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-29","55",",,7","45",",,7","47",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-11-30","50",",,7","46",",,7","47",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-01","53",",,7","45",",,7","49",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-02","62",",,7","48",",,7","49",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-03","64",",,7","47",",,7","51",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-04","57",",,7","46",",,7","49",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-05","52",",,7","45",",,7","47",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-06","51",",,7","44",",,7","46",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-07","51",",,7","44",",,7","45",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-08","52",",,7","45",",,7","45",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-09","51",",,7","44",",,7","45",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-10","51",",,7","45",",,7","45",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-11","52",",,7","44",",,7","45",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-12","52",",,7","44",",,7","44",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-13","52",",,7","41",",,7","47",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-14","49",",,7","42",",,7","44",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-15","54",",,7","42",",,7","47",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-16","58",",,7","46",",,7","56",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-17","61",",,7","51",",,7","51",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-18","58",",,7","48",",,7","53",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-19","63",",,7","53",",,7","58",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-20","62",",,7","57",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-21","63",",,7","58",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-22","61",",,7","56",",,7","59",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-23","62",",,7","56",",,7","60",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-24","61",",,7","55",",,7","57",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-25","61",",,7","51",",,7","55",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-26","59",",,7","50",",,7","50",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-27","55",",,7","47",",,7","49",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-28","58",",,7","45",",,7","54",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-29","61",",,7","48",",,7","49",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-30","54",",,7","43",",,7","49",",,7,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2025-12-31","53",",,7","49",",,7","51",",,7,2400"
